company_id,company_name,sector,annual_revenue,ebitda,total_debt,total_equity,current_assets,current_liabilities,interest_expense,cash_flow,employee_count,credit_score,fraud_flag,hidden_liability,bankruptcy_risk
CMP0527,"Ellis, Barton and Patel",Manufacturing,15371475,3442185.75,8174523.54,11870566.96,1711476.91,5385516.77,790162.93,716151.05,1169,814,1,0,Low
CMP0528,Carpenter-Smith,Energy,86633346,27974819.45,80503073.66,56650101.37,22408886.2,18295074.37,8589369.39,10936222.12,118,740,1,1,Low
CMP0529,"Walker, Powell and Johnson",Technology,1605946,261717.7,1351536.8,406333.9,573717.59,137376.81,81920.72,22190.06,2610,335,0,1,High
CMP0530,"Maldonado, Thomas and Lawrence",Retail,78414704,25966954.63,67134036.34,28713301.69,25709224.86,11194821.61,7264639.42,17201186.2,3835,665,0,1,Medium
CMP0531,"Richards, Choi and Smith",Finance,53016522,5979662.94,39621377.33,37051220.91,18654729.89,12964565.01,3150751.7,-2437067.69,1345,812,0,0,Low
CMP0532,Little-Morgan,Finance,64859049,7893152.77,61523537.5,43859914.3,8808046.09,10648388.72,4466459.6,6920447.29,5337,815,0,1,Low
CMP0533,Roberts-Cantu,Healthcare,2799355,876854.73,1798503.24,1699735.88,1177543.58,315130.66,150844.42,140961.78,7661,840,0,1,Low
CMP0534,"Higgins, Smith and Jimenez",Energy,35766508,8502179.58,27306647.03,5008219.96,12408320.27,8286593.83,2313053.45,1036232.34,4852,328,1,1,High
CMP0535,Lewis Inc,Finance,20856097,1624343.99,14972753.32,14265135.36,2891267.93,6363007.91,1172098.88,3710751.26,7467,794,1,0,Low
CMP0536,"Prince, Gaines and Webb",Retail,35368434,7681247.52,26884804.97,22370069.21,7821619.78,11967582.62,1216830.35,6465007.65,203,772,0,0,Low
CMP0537,Hernandez and Sons,Energy,49354053,5012558.32,45434740.91,24875142.55,18449861.71,10881896.72,4563367.09,8244786.38,2044,572,0,0,Medium
CMP0538,Martin-Stevens,Manufacturing,88860612,5434898.58,31547392.7,32529216.2,30434558.45,17255688.59,3600969.62,10889272.63,2957,793,1,1,Low
CMP0539,Freeman Inc,Energy,2174353,566098.22,747636.03,850484.03,598000.89,786858.99,38493.24,-14098.72,6714,718,0,0,Low
CMP0540,Bowen-Pope,Technology,48714306,12660196.71,24843825.98,29078042.92,8464010.75,2700442.99,1818039.43,11407124.17,7913,790,1,0,Low
CMP0541,Mcfarland-Lee,Retail,74351807,13150237.79,57631770.25,12674796.23,24557744.93,19558154.02,1587196.05,-403080.13,1191,422,0,1,High
CMP0542,"James, Johnson and Johnson",Healthcare,59973717,11275182.42,24211034.56,16840014.14,23339313.09,20444107.61,899080.1,-1060765.16,7401,704,1,0,Low
CMP0543,Bell-Phillips,Healthcare,32924528,7130557.98,24138164.65,24934363.64,6796114.81,2934467.73,1418561.06,832060.13,8397,726,1,1,Low
CMP0544,"Edwards, Peters and Foster",Manufacturing,4635667,1181297.05,776395.45,2927645.42,2089517.94,1271736.34,78820.5,1027610.82,9552,790,1,1,Low
CMP0545,"Reynolds, Castillo and Cowan",Finance,42047557,9175110.45,10869023.05,6041110.61,15942155.16,6720099.49,1180216.39,3163654.76,4436,574,1,0,Medium
CMP0546,Sanchez Group,Retail,23342539,1730307.25,19547156.9,8881760.66,3861289.15,3452454.58,746080.26,-412482.1,5766,697,1,1,Medium
CMP0547,"Gilbert, Herrera and Ward",Technology,50831258,13217601.68,31830183.21,40364236.52,9054425.32,9584492.81,3418722.94,11838354.68,8582,702,1,0,Low
CMP0548,Hansen-Guzman,Healthcare,99908701,29687337.52,42813247.2,72175684.02,13471008.15,35630118.29,4834707.68,4312275.11,6234,850,0,0,Low
CMP0549,"Bailey, Smith and Smith",Finance,14421031,991521.57,1624046.96,7632058.79,1547124.96,3919021.81,144813.73,-7920.08,5830,741,0,1,Low
CMP0550,Johnson PLC,Healthcare,48379945,11708259.88,13584683.1,23691114.68,18755368.4,3061409.81,1114888.41,-1168786.48,7200,787,0,1,Low
CMP0551,Johnson-Young,Finance,17393852,5832191.43,2462985.7,13278049.15,7369723.63,2708300.04,289740.07,3370593.84,7570,703,1,1,Low
CMP0552,"Henry, Thomas and Miller",Energy,82777514,28274181.29,17994002.27,8999337.11,18289049.25,30412468.15,1705416.4,15929721.76,2982,698,0,1,Medium
CMP0553,Hernandez Inc,Technology,64241043,9602251.48,11349287.69,37965650.1,12339634.78,14701555.42,1013343.06,4572448.39,5753,763,1,1,Low
CMP0554,Taylor-Lee,Technology,82315104,13528602.41,97382445.96,24430429.69,21523571.21,16352575.43,6504407.63,10726102.94,1476,335,1,0,High
CMP0555,Barnes-Rose,Healthcare,44168576,11907457.88,44487818.97,25894528.65,21487947.61,9901736.35,2905658.93,3272468.95,3672,679,0,0,Medium
CMP0556,"Aguirre, Harris and Franklin",Healthcare,20921836,2289553.22,24676008.58,9649979.06,5369606.27,7235120.7,2162635.16,973642.94,188,654,1,0,Medium
CMP0557,"Davis, Mason and Garcia",Finance,7993352,2434964.59,3121331.53,3695195.44,1900083.83,1313028.68,241967.37,770203.31,9192,837,0,1,Low
CMP0558,"Alvarez, Gallegos and Vega",Energy,54470273,2959268.75,19551627.08,17423001.77,11293952.31,7443478.6,1670394.99,12877220.5,4542,813,1,1,Low
CMP0559,Willis-Johnson,Finance,76009106,19674262.54,16446539.01,19988475.62,29638901.8,22683899.56,848990.37,5900350.54,4840,750,1,0,Low
CMP0560,Hart Ltd,Healthcare,52115495,17844103.79,9243045.21,12480975.01,20226012.2,4890118.9,647891.53,867176.6,722,834,1,0,Low
CMP0561,Estrada Ltd,Healthcare,36476223,3076919.0,11554814.73,11792197.3,4257424.77,2580417.37,386375.43,7287224.9,6675,848,0,1,Low
CMP0562,Green-Hunt,Healthcare,24241397,2511662.06,24690738.4,12887472.84,11443165.37,8022269.07,1325337.87,141366.03,3887,696,1,0,Medium
CMP0563,Sims LLC,Technology,83402762,19167329.54,41918472.28,12457869.84,17485630.43,24751506.27,3307231.22,9863719.36,7728,426,1,0,High
CMP0564,"Foster, Schmidt and Abbott",Energy,73684718,9470173.71,27875417.32,5893464.66,11820469.85,20256794.06,1427414.84,-778321.79,5088,524,1,1,High
CMP0565,"Knapp, Jones and Chambers",Retail,5290578,931885.13,1842409.45,3726932.99,1768877.67,1557523.59,46439.02,668889.47,6796,818,0,1,Low
CMP0566,"Peterson, Morgan and Morales",Finance,77561329,15161372.99,50640382.08,32395045.24,29421472.19,24246315.09,5570966.25,15017089.59,4114,672,1,1,Medium
CMP0567,Fisher-Holmes,Technology,74323297,16416264.08,64418696.56,37960150.76,11585969.2,5297341.29,6699795.52,9284623.81,2425,612,0,0,Medium
CMP0568,Fernandez Inc,Technology,21006037,1382031.15,14857802.73,10414680.47,6332798.74,2816327.6,466364.85,-575490.53,6262,725,1,1,Low
CMP0569,"Allen, Salinas and Scott",Healthcare,49944237,3807910.44,6549957.03,33709419.91,19678048.34,11394602.38,223417.27,5205928.58,9486,756,0,1,Low
CMP0570,Haynes Ltd,Retail,80161776,27789002.34,70296924.71,28062935.94,34536889.25,25555579.02,3564152.41,-3042122.9,6756,620,0,1,Medium
CMP0571,Thompson-Ward,Retail,12822699,3288796.74,13863107.49,7794420.86,1923628.58,1972765.71,1165421.25,1969923.7,8934,693,1,1,Medium
CMP0572,Hobbs-Lin,Finance,49651530,16583437.52,9739291.47,28794635.75,19222089.78,17764279.45,860151.18,2570269.15,6087,720,0,1,Low
CMP0573,Mcclain Inc,Healthcare,47593884,12896363.05,11793589.62,5436093.57,22833461.43,16483298.11,1174967.0,3769363.82,6680,622,1,0,Medium
CMP0574,"Bailey, Daniels and Coleman",Healthcare,23999344,2721615.28,12425484.16,16977606.77,5037275.67,6075513.0,690606.11,3120146.62,6749,849,1,1,Low
CMP0575,"Gonzalez, Bennett and Jackson",Finance,72896761,11648283.44,39339872.73,50041027.76,27968043.63,13872726.23,4501394.13,11414651.25,1926,741,0,0,Low
CMP0576,Gonzalez-Riddle,Healthcare,45766391,15125807.92,29091297.25,8687827.36,14041385.2,4716168.15,1146099.22,2521391.01,3392,359,0,1,High
CMP0577,Lewis PLC,Finance,45381031,3306619.81,53686337.56,16728167.5,10190582.44,4897489.02,4291681.52,8291603.69,964,317,0,0,High
CMP0578,Harrison PLC,Healthcare,6846845,1628137.88,1309055.6,1863656.89,1520849.49,2431702.75,111276.26,390990.27,8368,741,1,1,Low
CMP0579,"Garcia, Serrano and Silva",Energy,77841271,16717940.05,24803833.27,43524607.83,30855407.12,5254117.95,2942015.27,18934128.25,1130,714,1,1,Low
CMP0580,"Hernandez, Thomas and Montgomery",Retail,14395106,4827946.52,8584840.96,1547420.34,5997497.06,4209838.06,584205.83,2035080.68,4353,351,1,0,High
CMP0581,"Young, Robinson and Byrd",Manufacturing,55506831,5326338.0,20209838.93,7869037.26,11348946.85,15197925.99,1649380.51,11221075.19,8235,565,0,0,Medium
CMP0582,Nichols-Simon,Technology,95544037,27662967.98,76753244.55,64468222.03,23045724.17,26807257.38,1796108.0,16837570.6,2755,779,0,0,Low
CMP0583,Patel-Ayala,Technology,37460317,2007428.77,18406329.95,23034592.67,4252296.09,11757069.53,1326486.76,4313269.77,4362,716,0,1,Low
CMP0584,Miller Ltd,Retail,82585384,27077158.5,70004051.79,11141921.79,40233482.92,26869372.92,5858000.42,-2866147.73,1883,375,1,1,High
CMP0585,Hutchinson-Costa,Manufacturing,51576969,8805529.95,29585876.83,36566603.0,14480318.66,6080021.57,2210404.93,9915560.1,1378,795,1,0,Low
CMP0586,Cox Ltd,Retail,27882632,3622446.07,3835981.71,3102469.1,8495558.49,2782483.99,318225.73,877106.37,394,752,1,1,Low
CMP0587,"Delgado, Cohen and Johnston",Technology,23523347,4310963.73,14829554.67,1342723.53,6892139.0,5474710.53,1117081.95,2458763.89,8477,368,0,0,High
CMP0588,"Barton, Hall and Cross",Manufacturing,61055755,5736317.95,67537694.69,39099299.04,20928243.11,24287064.5,8094854.54,1786228.84,2115,602,0,1,Medium
CMP0589,Stevenson-Lane,Energy,63164906,17178154.7,68990544.29,8665691.09,22577631.33,8068178.1,3182966.69,4564600.68,9952,533,1,0,High
CMP0590,"Martinez, Escobar and Wilson",Manufacturing,89411417,31134835.9,87292763.5,10032803.57,17168671.25,32751932.7,2279873.29,12861293.56,8096,498,0,0,High
CMP0591,Wagner and Sons,Retail,74601517,11933550.14,58187540.17,18392444.18,9040589.06,27023665.07,1656647.74,1175651.99,4106,461,0,0,High
CMP0592,"Harris, Oliver and Johnson",Retail,85526176,17370908.94,101258547.28,20172013.84,30201074.92,9724701.55,4675700.17,4980352.08,6138,544,0,1,High
CMP0593,Jones and Sons,Energy,66053590,7076123.27,23278797.86,47821760.38,25766034.72,8904548.21,1202978.88,10505263.62,5914,791,0,1,Low
CMP0594,"Silva, Nelson and Beck",Energy,99349725,6966108.53,10390717.06,18828310.18,15113150.88,25351550.87,445211.65,1622569.22,2991,715,1,1,Low
CMP0595,Kennedy Inc,Manufacturing,42982453,4924002.84,50371249.49,21885473.1,19173626.16,10412361.0,3855807.4,8914322.99,5175,583,0,1,Medium
CMP0596,Holloway-Brown,Energy,24428145,1684805.76,18261986.93,2677549.54,3553012.12,5925004.24,1126926.08,95932.18,9651,302,1,0,High
CMP0597,Gould-Harrell,Retail,83475657,23961548.45,18447266.19,44526799.61,22811094.31,16348602.09,1634269.88,5251287.37,3650,764,0,1,Low
CMP0598,Mcguire-Johnson,Technology,7427368,1089262.15,4898489.96,3918116.65,1318181.96,2413637.61,511941.25,-360377.09,4291,779,0,0,Low
CMP0599,Vance LLC,Manufacturing,81294817,6197987.85,79095847.46,33193174.87,28610749.54,26066141.93,2905315.67,-3397226.02,1552,625,1,0,Medium
CMP0600,Reynolds PLC,Energy,60059843,13440127.2,39825154.19,44792802.77,7451141.78,13186042.25,3809183.1,9970383.44,1044,786,0,0,Low
CMP0601,"Smith, Meyer and Jordan",Healthcare,91112386,30335278.68,51683347.42,28370658.41,45004275.1,21352740.47,2155975.95,9572727.26,2948,656,0,0,Medium
CMP0602,Vargas-Vega,Healthcare,53958768,15193416.02,5430987.63,17234553.15,23339555.9,4628168.05,265119.79,4187523.13,4067,811,0,1,Low
CMP0603,"Brown, Wilkerson and Collins",Technology,49617979,8721688.2,18958216.14,26168526.46,15630135.52,7071507.34,2176931.98,11693516.89,3856,769,0,0,Low
CMP0604,Fisher-Hampton,Finance,85098276,18861592.9,37742676.38,15487480.68,16765943.46,27395319.88,3356207.13,17904646.49,8588,679,0,0,Medium
CMP0605,Beck-Cole,Retail,66623743,12229643.41,14642900.28,52831328.39,29575902.8,3692656.01,1453645.13,5740068.54,4146,752,0,0,Low
CMP0606,Rojas-Martinez,Manufacturing,79306909,17620773.35,41015271.2,24313721.08,11028911.84,7784506.78,3307864.55,13706956.28,418,632,0,0,Medium
CMP0607,"Collins, Pena and Kelley",Healthcare,70502901,16887709.64,73911196.68,27236611.56,9271151.93,5303276.82,5641248.05,16583320.58,148,624,1,1,Medium
CMP0608,Ross PLC,Finance,71907171,8595400.09,70454868.52,10076867.13,28035777.62,25597898.05,2281668.01,1970873.34,8966,391,0,1,High
CMP0609,Graves PLC,Energy,12713108,1260124.82,7895398.01,2921175.46,5564155.14,2690967.89,945316.13,120745.66,6173,692,1,1,Medium
CMP0610,"Wright, Carter and Miller",Finance,19261036,4737137.86,22886931.05,7107347.21,4377043.56,1660366.84,1110912.29,3719466.75,1814,339,1,1,High
CMP0611,Alvarez-Kirby,Healthcare,16975140,1994563.91,10487853.77,1813215.79,3673563.36,5717819.25,978148.68,-816995.02,4764,548,0,1,High
CMP0612,Bonilla-Conrad,Retail,86922159,24907043.76,10794453.95,43594635.77,26500123.33,19029228.08,1130587.82,-3248571.25,4636,719,0,1,Low
CMP0613,Allen-Parrish,Manufacturing,43073672,9770181.07,33796835.65,15013815.46,19018841.55,15932744.54,3076628.04,765497.52,5563,663,0,0,Medium
CMP0614,Daniels Ltd,Manufacturing,92013045,21429555.04,27685194.91,53634717.49,39310855.02,16679788.87,1945102.1,21866004.45,5621,792,0,1,Low
CMP0615,Davis PLC,Finance,21844550,5909164.15,11846442.68,12643520.95,8754091.27,3386009.5,297071.63,2233827.62,7808,822,0,0,Low
CMP0616,Fowler-Davis,Manufacturing,23433964,2538459.07,27534506.66,18102690.19,4898816.59,1754727.43,3282845.72,788994.41,6017,630,1,1,Medium
CMP0617,Thompson PLC,Finance,86170846,28996261.62,72317073.08,41413661.87,14162049.6,29994216.68,7041063.52,-1283382.03,8323,568,0,0,Medium
CMP0618,Sheppard-Clements,Finance,65427880,11717671.35,57844922.29,8448565.31,32466109.69,5075716.82,5743325.74,12878590.64,2072,355,0,0,High
CMP0619,Kelly LLC,Energy,75592456,12784190.05,8429678.2,44771613.5,13302616.87,7953239.95,676585.96,14579080.95,5313,706,0,0,Low
CMP0620,"Carney, Anderson and Mathews",Finance,47107464,7918359.5,17626272.55,9888455.19,17229688.23,13030620.81,2095963.94,3299396.99,248,659,0,0,Medium
CMP0621,Chen-Scott,Manufacturing,33308061,10871270.56,26819979.34,14273770.49,3834684.41,7435635.71,2410427.52,6114546.52,5766,687,1,0,Medium
CMP0622,"Cox, Wood and Brown",Manufacturing,65754933,8480609.29,31974970.93,34973638.11,10780433.49,17766767.16,3818354.28,19319.9,2724,737,0,0,Low
CMP0623,Snow-Jacobs,Retail,13109166,4199036.64,1483692.11,1557191.76,4021374.79,1022760.53,107986.02,758844.69,4872,720,1,0,Low
CMP0624,"Weaver, Graves and Morris",Finance,31581972,6213406.06,15174636.09,5369594.09,9370381.18,8350891.07,1378105.2,525078.33,4065,590,0,0,Medium
CMP0625,Harvey Ltd,Energy,6470091,1130793.99,7267228.9,678541.16,1836516.61,994922.25,303125.51,1514169.41,5885,382,1,0,High
CMP0626,Peterson Ltd,Manufacturing,4251709,1444715.86,2086802.61,724048.56,783771.45,1056627.26,79723.27,309943.86,6098,606,1,0,Medium
CMP0627,Garcia and Sons,Finance,40480946,5982836.94,8773637.96,4626714.93,11290858.2,9544005.42,339802.72,4906382.1,6147,572,0,1,Medium
CMP0628,Gutierrez Ltd,Energy,16285283,2917967.1,2883864.11,6449994.69,3363690.17,2677681.22,202223.1,2255535.65,7117,782,0,0,Low
CMP0629,"Clayton, Holmes and Morales",Finance,43565594,6047518.42,38813764.57,17216020.64,7161304.62,7175089.23,3385991.12,9778207.02,7954,670,0,0,Medium
CMP0630,"Hernandez, Winters and Lowe",Finance,27472912,7995398.47,29072924.13,10648697.35,4926708.93,9200918.09,3175308.77,3346720.83,6060,570,0,0,Medium
CMP0631,Choi-Manning,Retail,38494393,11895358.28,20663209.01,24692705.63,5210231.68,4662735.16,542012.32,1531536.46,9555,713,0,1,Low
CMP0632,Gutierrez-Ellis,Retail,92644053,25707088.75,73396885.31,39744856.1,29908812.08,8783624.75,4300419.63,16420341.37,2377,611,0,1,Medium
CMP0633,Williams-Burke,Manufacturing,6249636,1621497.94,4365377.32,619302.6,817822.5,1234831.33,211185.64,1081771.03,898,473,0,1,High
CMP0634,Roach PLC,Finance,97503217,29727943.09,22200356.89,34904133.54,31150694.92,6560184.25,1310409.18,-4504782.82,9317,792,0,1,Low
CMP0635,"Garcia, Willis and Burns",Energy,84531540,16317179.49,87549734.04,5339939.13,11709893.55,9975673.44,3853199.08,-1890033.03,9994,374,0,1,High
CMP0636,"Evans, Price and Powers",Retail,93574748,5162086.54,61480255.43,62013258.61,23476308.57,27946082.33,6248579.16,3123616.76,8644,759,0,0,Low
CMP0637,Evans-Diaz,Retail,92691089,26065344.35,104041028.94,34683210.69,34706433.64,9127927.94,7808926.9,11691913.46,2977,690,0,1,Medium
CMP0638,Knapp LLC,Retail,96752997,19694430.37,23519382.29,11906704.77,33259726.9,26789543.45,879799.38,11175432.94,8426,648,1,0,Medium
CMP0639,"Nash, Galloway and Bailey",Healthcare,1407495,153409.23,1243710.07,611030.13,458262.54,150549.3,106421.99,-35429.15,7076,669,0,0,Medium
CMP0640,Franklin LLC,Manufacturing,29918655,5870172.33,22937596.59,14786055.01,13941010.26,6232520.17,1499424.06,2399394.61,5124,586,0,0,Medium
CMP0641,Smith and Sons,Retail,80396792,7827955.25,25989536.89,21078864.18,17626678.98,9316354.09,2246702.43,-480460.01,6872,800,0,1,Low
CMP0642,Hernandez-Holloway,Healthcare,7004318,980079.54,5751821.1,2234361.55,1046572.9,669110.29,130510.47,784289.8,2673,583,1,1,Medium
CMP0643,"Williams, Hardy and Peters",Manufacturing,35127283,11326435.52,21699271.68,20184186.15,7840167.1,2266987.53,2240609.73,6465860.84,8116,816,0,1,Low
CMP0644,Powell LLC,Finance,2680140,265950.05,2182816.95,179235.56,1228170.2,192010.2,131165.49,-5647.79,4664,454,1,0,High
CMP0645,"Campbell, Hill and Rubio",Healthcare,10386346,1670414.23,8497238.02,7877554.92,1448340.72,3170020.4,534446.58,2369821.66,2119,763,0,1,Low
CMP0646,Montgomery-Jackson,Manufacturing,41533210,13899754.85,35705221.33,7237944.98,14648949.53,13440308.43,1895897.14,6846190.02,3909,330,1,0,High
CMP0647,Miller-Santiago,Finance,39822987,10822352.59,19878429.13,8133649.54,16288632.08,13888574.37,917645.87,1843958.29,2076,552,1,1,Medium
CMP0648,"Gonzales, Thomas and Marquez",Healthcare,6036917,785700.9,3789233.46,4412456.64,1226083.41,1527169.75,375022.43,830790.53,6732,705,1,0,Low
CMP0649,Herring Inc,Finance,24972522,2001570.77,29705979.58,11215606.49,9094500.96,9432170.25,3119288.16,751224.35,9752,614,0,1,Medium
CMP0650,Dawson and Sons,Energy,13931888,3234838.93,4991753.79,3947029.24,2754982.08,1105387.2,399896.95,770313.24,491,811,0,1,Low
CMP0651,Francis-Howard,Finance,80869167,20569513.46,14470514.58,63652059.98,34899262.98,17391466.58,957473.4,-85437.98,562,746,0,0,Low
CMP0652,Huff-Curtis,Energy,78931399,8635161.31,30866773.42,51601550.47,26296223.62,27589684.79,2353259.31,-2381971.63,8372,763,0,1,Low
CMP0653,"Rodriguez, Perry and Wang",Retail,39643209,4702774.19,25976921.42,12632744.07,11824837.47,8270590.57,1083243.81,2131812.64,5414,643,0,1,Medium
CMP0654,"Turner, Parker and Thompson",Retail,45651863,9937597.14,26096599.44,29134613.68,21594514.27,12918828.9,618955.48,-770314.36,5554,790,1,0,Low
CMP0655,"Johnson, Cole and Ramirez",Healthcare,69285491,19060567.94,78433702.91,16344437.55,14687164.79,18347303.96,3762768.41,8144155.36,7746,336,1,1,High
CMP0656,Morgan-Parks,Retail,65476901,17058274.86,66368097.31,49173860.91,17204760.17,12640679.43,4908209.74,-2123377.74,3803,817,0,0,Low
CMP0657,Evans-Farrell,Retail,92280868,24467323.92,53259545.73,61014562.72,24958200.54,30720201.33,1364249.28,10284079.16,4156,707,1,0,Low
CMP0658,Neal LLC,Retail,83913922,23902919.39,40746481.52,53237219.55,29586732.13,18081496.32,1704322.53,9485886.49,6212,735,1,0,Low
CMP0659,Martin-Wall,Energy,89165839,22564760.8,30922677.03,64730542.69,30710423.73,13615323.8,811278.81,8914402.3,4204,718,0,0,Low
CMP0660,"Cook, Hudson and Turner",Technology,31700186,6160970.74,11425864.67,18791012.02,6056094.26,4755216.18,935383.75,1225473.76,7496,792,1,0,Low
CMP0661,Wilson and Sons,Healthcare,33005437,5919378.26,11711127.83,11940505.76,14321016.41,2365926.77,1276168.61,-1307918.31,1250,848,0,0,Low
CMP0662,"Bradshaw, Fisher and Simpson",Healthcare,96944703,8940899.33,34529279.72,19807322.93,25051963.32,11530684.92,3444863.53,4166527.73,1519,657,1,1,Medium
CMP0663,Johnson PLC,Energy,15284400,3506772.43,3119033.96,7937149.91,1938960.75,2900893.33,337551.93,1391502.4,201,711,0,0,Low
CMP0664,Grimes-Lopez,Retail,98698404,31256510.97,23152410.58,48361354.08,22788160.08,31485724.67,1871359.92,4344100.98,3805,812,0,1,Low
CMP0665,Shaffer-Wallace,Manufacturing,48345223,16644886.16,38627328.39,34315703.58,10832302.14,5788113.1,4536911.73,4480328.61,3822,726,0,1,Low
CMP0666,White LLC,Retail,55996269,9630940.24,30141109.39,30290153.63,19461975.32,5677875.96,2210130.83,2228209.22,6299,712,0,1,Low
CMP0667,"Welch, May and Mcmahon",Retail,73297587,25525990.05,71037917.07,22824285.62,22235984.69,14529395.37,7219874.32,3455563.1,6266,414,1,1,High
CMP0668,Hernandez and Sons,Manufacturing,45839375,12460785.85,8813503.62,11334326.35,22591842.17,3888011.54,590334.4,2501910.68,7214,705,0,1,Low
CMP0669,"Arellano, Ellis and Lee",Retail,44014087,13768375.33,18778758.16,2780548.79,9066505.04,3224599.84,434146.06,7416973.44,1610,323,0,1,High
CMP0670,May PLC,Retail,85231199,7388921.37,87756463.1,38071299.84,8944019.63,14096198.35,7764910.77,4189462.21,4531,644,0,1,Medium
CMP0671,Martinez Group,Healthcare,49585001,6672987.16,55168969.4,18482295.74,9996000.1,5746428.05,5932676.34,11020950.69,6364,576,1,1,Medium
CMP0672,"Hanna, Perez and Morrow",Energy,2784909,276208.34,620890.9,717536.05,923669.85,263134.2,51193.84,382111.31,5424,849,0,0,Low
CMP0673,White-Sloan,Manufacturing,78412260,3946144.16,71147874.5,52540069.26,24388631.7,15826757.24,7540228.78,1179395.19,2538,710,1,0,Low
CMP0674,Gutierrez-Jones,Technology,65387914,13217430.09,68479642.36,24778297.02,12245495.22,10362429.57,7898223.1,2162991.08,8080,598,1,0,Medium
CMP0675,"Fisher, Stevens and Hicks",Manufacturing,71568027,21141179.4,25384563.85,39078985.14,31534187.0,14654277.59,2775866.13,1587659.54,7320,772,1,0,Low
CMP0676,"Osborne, Jackson and Moore",Technology,78513272,17185354.04,70581875.11,14003095.24,35009670.27,5923074.74,4953744.45,6957167.66,5114,523,0,1,High
CMP0677,Alvarado-Velasquez,Retail,25162008,8109900.36,8385531.15,6606931.64,9238390.89,8239132.13,758909.25,-805489.04,7501,707,0,1,Low
CMP0678,Stevenson Group,Healthcare,33609746,9453891.35,10372037.85,18775454.0,3670844.87,11542437.62,722290.47,4974179.53,5690,793,1,1,Low
CMP0679,"Edwards, Christian and Miller",Manufacturing,60059077,14347296.15,19276998.03,3902018.72,7332689.91,22593190.33,1076706.63,2760799.35,4791,306,1,0,High
CMP0680,Pruitt Ltd,Retail,91422208,6505036.58,62808305.59,33647146.77,27062449.61,18995581.25,2628998.04,-4141737.76,4426,626,1,1,Medium
CMP0681,Rose Ltd,Retail,65232226,18944371.76,76083651.66,8314085.9,29697405.42,22890650.44,7084519.99,11376151.33,6888,321,0,1,High
CMP0682,"Hubbard, Cole and Morse",Finance,25555009,3081003.13,6287883.98,16973089.78,3641139.43,4736899.44,531068.69,6055762.64,991,748,0,0,Low
CMP0683,"Martinez, Williamson and Foster",Energy,72188733,14446559.89,10871688.33,54601523.58,28897203.01,16535252.27,1252737.57,888034.89,2447,798,0,1,Low
CMP0684,Leach-Dean,Healthcare,83346152,17968769.06,71316548.76,6781072.44,22770684.74,21737538.44,6371127.17,11596799.01,664,400,0,1,High
CMP0685,Kline Inc,Technology,21237129,1407385.11,25090025.26,11762391.25,9209665.59,3685580.88,1558301.32,-86467.57,3844,560,0,1,Medium
CMP0686,Salas and Sons,Manufacturing,96226846,25889509.08,66175987.38,64802376.13,13667102.16,33198091.8,3332920.81,-799162.42,1730,753,1,0,Low
CMP0687,Gibbs LLC,Energy,10451468,1450669.1,6085546.3,638686.39,5119124.5,3573647.31,613725.28,789440.1,6708,381,1,1,High
CMP0688,Bell-Ali,Manufacturing,68414422,14368597.16,7410578.05,13986887.32,32787263.48,13484637.69,416533.24,10931695.01,7116,738,1,0,Low
CMP0689,Torres-Lopez,Healthcare,45028189,4949392.2,38188573.56,2941051.31,22451635.2,11872541.32,1355272.93,576352.56,3260,342,1,1,High
CMP0690,"Brown, Flores and Todd",Retail,34330924,11994449.97,22871271.49,5776446.22,9013365.95,5988762.21,1404904.01,773895.42,8210,484,1,1,High
CMP0691,Reed-Patton,Healthcare,55723231,13582140.24,56804245.83,36622150.5,19952276.06,4729271.55,5467196.73,9163828.07,1736,636,1,0,Medium
CMP0692,Luna and Sons,Manufacturing,96655750,15863363.28,35708552.07,18492883.08,28790088.17,31215340.49,3605031.75,13808839.82,9853,605,0,0,Medium
CMP0693,Ford Group,Finance,88222766,10763933.8,11941232.69,24280881.35,26225944.07,30486497.49,481113.13,8398551.58,6681,765,1,1,Low
CMP0694,"Martinez, Hendricks and Weaver",Retail,36371206,7888967.31,19970680.65,4472932.34,10669592.19,2539360.13,1898891.82,283745.57,4579,492,1,0,High
CMP0695,"Obrien, Taylor and Wallace",Retail,54889394,10484732.85,62272957.67,32414258.35,22990927.13,14149689.35,2889451.4,4551581.92,3975,594,1,0,Medium
CMP0696,"Perez, Fischer and Sexton",Technology,48752135,8863941.27,28424601.02,24653718.49,15458878.39,4236026.56,1414121.3,1564485.65,2451,711,0,0,Low
CMP0697,Jones-Wilson,Manufacturing,21687614,1387366.9,5895116.79,13997710.47,4368336.81,2549389.97,253995.62,2631556.7,4223,774,1,1,Low
CMP0698,Christensen Inc,Technology,95559886,19481731.84,88730934.14,36970000.31,27061180.29,36312460.13,4594067.82,20061670.31,1388,609,1,0,Medium
CMP0699,Hayes Inc,Healthcare,23387268,3850853.39,23500669.53,13801132.98,6384586.54,7198918.18,1867749.72,3943004.57,1135,611,1,1,Medium
CMP0700,Hawkins Inc,Manufacturing,34829008,7261347.81,3949300.7,15044424.71,11076148.14,2192657.63,316804.18,3191670.44,4232,810,1,0,Low
CMP0701,Butler Ltd,Technology,81852619,25744789.01,51609943.8,27867373.7,35390187.5,30687404.8,3512152.73,4775010.87,1926,591,0,0,Medium
